Player Name,Player Team,Opposing Team,Rebounds Line,Over Odds,Under Odds,Home/Away
James Harden,LAC,DEN,5.5,-104,-118,0
Terance Mann,LAC,DEN,3.5,-102,-120,0
Ivica Zubac,LAC,DEN,9.5,104,-128,0
Christian Braun,DEN,LAC,3.5,-142,116,1
Aaron Gordon,DEN,LAC,5.5,-138,112,1
Derrick Jones,LAC,DEN,2.5,-148,120,0
Norman Powell,LAC,DEN,2.5,-142,116,0
Jamal Murray,DEN,LAC,3.5,-102,-125,1
Nikola Jokic,DEN,LAC,13.5,110,-134,1
Michael Porter Jr.,DEN,LAC,5.5,-128,104,1
Jalen Duren,DET,BOS,11.5,104,-132,1
Al Horford,BOS,DET,5.5,-150,118,0
Cade Cunningham,DET,BOS,4.5,104,-132,1
Derrick White,BOS,DET,3.5,-146,114,0
Tobias Harris,DET,BOS,6.5,112,-138,1
Tim Hardaway Jr.,DET,BOS,3.5,124,-160,1
Jayson Tatum,BOS,DET,8.5,-128,100,0
Jrue Holiday,BOS,DET,4.5,-138,108,0
Jaylen Brown,BOS,DET,5.5,-136,106,0
Jaden Ivey,DET,BOS,3.5,118,-150,1
Nikola Jovic,MIA,CHA,4.5,-122,-104,0
Jimmy Butler,MIA,CHA,4.5,-128,100,0
Bam Adebayo,MIA,CHA,10.5,114,-146,0
Terry Rozier,MIA,CHA,3.5,-154,120,0
Tyler Herro,MIA,CHA,4.5,-148,116,0
Haywood Highsmith,MIA,CHA,4.5,134,-172,0
Jaime Jaquez Jr.,MIA,CHA,3.5,124,-160,0
Alex Sarr,WAS,CLE,6.5,114,-146,1
Dean Wade,CLE,WAS,4.5,-122,-104,0
Evan Mobley,CLE,WAS,8.5,-142,112,0
Jordan Poole,WAS,CLE,3.5,136,-174,1
Darius Garland,CLE,WAS,3.5,124,-160,0
Caris LeVert,CLE,WAS,3.5,-102,-125,0
Kyle Kuzma,WAS,CLE,6.5,-125,-102,1
Bilal Coulibaly,WAS,CLE,4.5,-104,-122,1
Donovan Mitchell,CLE,WAS,4.5,-104,-122,0
Jarrett Allen,CLE,WAS,10.5,-128,100,0
Coby White,CHI,OKC,4.5,124,-160,1
Chet Holmgren,OKC,CHI,10.5,116,-148,0
Josh Giddey,CHI,OKC,6.5,102,-130,1
Zach LaVine,CHI,OKC,4.5,108,-138,1
Luguentz Dort,OKC,CHI,3.5,-146,114,0
Nikola Vucevic,CHI,OKC,10.5,-125,-102,1
Jalen Williams,OKC,CHI,4.5,-138,108,0
Patrick Williams,CHI,OKC,4.5,114,-146,1
Shai Gilgeous-Alexander,OKC,CHI,6.5,118,-150,0
Franz Wagner,ORL,MEM,5.5,-108,-118,0
Wendell Carter Jr.,ORL,MEM,8.5,-130,102,0
Paolo Banchero,ORL,MEM,7.5,-104,-122,0
Mike Conley,MIN,TOR,2.5,-113,-113,1
Gradey Dick,TOR,MIN,3.5,142,-186,0
Scottie Barnes,TOR,MIN,6.5,-113,-113,0
Jakob Poeltl,TOR,MIN,8.5,116,-148,0
Julius Randle,MIN,TOR,7.5,-120,-106,1
Naz Reid,MIN,TOR,5.5,112,-142,1
Rudy Gobert,MIN,TOR,12.5,106,-136,1
Anthony Edwards,MIN,TOR,5.5,-130,102,1
Donte DiVincenzo,MIN,TOR,2.5,-178,138,1
Jaden McDaniels,MIN,TOR,3.5,136,-174,1
Keldon Johnson,SAS,HOU,4.5,-113,-113,1
Alperen Sengun,HOU,SAS,10.5,108,-136,0
Amen Thompson,HOU,SAS,5.5,-130,102,0
Fred VanVleet,HOU,SAS,3.5,-128,100,0
Dillon Brooks,HOU,SAS,3.5,118,-150,0
Jabari Smith Jr.,HOU,SAS,7.5,-106,-120,0
Jalen Green,HOU,SAS,5.5,112,-142,0
Chris Paul,SAS,HOU,3.5,-122,-104,1
Julian Champagnie,SAS,HOU,4.5,120,-154,1
Jeremy Sochan,SAS,HOU,6.5,-125,-102,1
Victor Wembanyama,SAS,HOU,11.5,100,-128,1
Jusuf Nurkic,PHX,DAL,7.5,-125,-102,1
P.J. Washington,DAL,PHX,5.5,106,-136,0
Tyus Jones,PHX,DAL,2.5,132,-170,1
Daniel Gafford,DAL,PHX,5.5,-113,-113,0
Kyrie Irving,DAL,PHX,3.5,-125,-102,0
Devin Booker,PHX,DAL,3.5,130,-166,1
Kevin Durant,PHX,DAL,5.5,102,-130,1
Bradley Beal,PHX,DAL,3.5,112,-142,1
Luka Doncic,DAL,PHX,8.5,-130,102,0
Anthony Davis,LAL,SAC,12.5,-128,100,1
Malik Monk,SAC,LAL,2.5,-154,120,0
LeBron James,LAL,SAC,6.5,-138,108,1
Rui Hachimura,LAL,SAC,5.5,112,-142,1
Austin Reaves,LAL,SAC,4.5,110,-140,1
Domantas Sabonis,SAC,LAL,13.5,110,-140,0
Keegan Murray,SAC,LAL,5.5,-122,-104,0
DeMar DeRozan,SAC,LAL,4.5,134,-172,0
De'Aaron Fox,SAC,LAL,3.5,-140,110,0
D'Angelo Russell,LAL,SAC,2.5,-113,-113,1
